scopus_id,title,creator,keywords,publication_name,volume,issue,pages,doi,abstract,cited_by_count,date,type,funding_source
85079319660,a rationale for developing an Orbital Materials Processing and Manufacturing Complex (OMPMC) utilizing extra-terrestrial materials,Gunn S.,Extra-terrestrial resources | GK O'Neill | L1 | L2 | L3 | L4 | L5 | Lagrange libration points | Near-Earth Asteroids | NEAs | Orbital Materials Processing and Manufacturing | Solar sails | Station-keeping,JBIS - Journal of the British Interplanetary Society,72,9-10,332-341,NA,"Orbital development is expected to evolve from the ISS into tourist hotels then 1st generation orbital manufacturing with spacecraft refuelling, repair and assembly in LEO. Eventually, crippling launch costs will make 2nd generation facilities utilizing extra-terrestrial materials economically attractive. The best location for an orbital materials processing and manufacturing complex (OMPMC) is reported elsewhere and O'Neill's proposed locations of either the L4/L5 libration points or an unspecified HEO confirmed. However, a final choice must await detailed studies using high-fidelity ephemeris models. Nevertheless, economic, power and safety demands point clearly to a location in HEO beyond the protection of Earth's magnetic field and drives orbital settlement beyond LEO. Utilizing extra-terrestrial resources, semi-autonomous factories could build large space borne structures at little cost to Earth but with great benefit to an orbital economy. Bennu, the B-type target NEA of the OSIRIS-REx sample retrieval mission could provide raw materials and modelling for returning material to L5 shows a significantly reduced (halved) fuel requirement using an Earth flyby and optimizing return trajectories. A 3rd generation OMPMC co-located with its source NEA eliminates shipping costs for raw materials and, by restricting traffic to Earth encounters minimizes transport time/cost for finished products and people. Many NEAs approach Mars orbit so a redundant accompanying habitat could become a Mars / Earth cycler for transporting many passengers between the planets in comfort and safety. Similarly, deep space capable habitats could open up the solar system to human exploration, exploitation and habitation.",4,2019-09-01,Article,NA
85066480212,HI-SEAS habitat energy requirements and forecasting,Engler S.,Analog | Machine learning | Manned missions | Mars habitat | Planetary habitat | Simulation,Acta Astronautica,162,NA,50-55,10.1016/j.actaastro.2019.05.049,"Travel to other planetary bodies represents a major challenge to resource management. Previous manned exploration missions of long duration have been resupplied with food, water, and air as required. Manned missions to other planetary bodies will have durations of years with little to no possibility of resupply. Consequently, monitoring and forecasting resource consumption are mission-critical capabilities. The Hawaii Space Exploration Analog and Simulation, a long-duration planetary analog simulation, has recently completed its fifth long-term isolation mission conducted to assess the energy, food, and water needs of a six-person long-term planetary mission. This study presents a novel method for forecasting energy consumption, which incorporates the emotional state of the habitat crew. Gathered data show inhabitants in small environments can be influenced considerably by the actions of a single member. This can result in dramatic changes in consumption that could cause forecasting models to deviate to the point of total failure. Previous work found that inclusion of the daily activities and the psychological states of the crew allows for higher accuracy in long-duration forecasts. Currently, psychological assessments in the form of a Positive and Negative Affect Schedule and a generalized artificial neural modulation method are used to incorporate emotional response into machine learning forecast methods. Using these techniques and developments, a large-scale smart habitat control and forecasting system is proposed that will monitor, control, and forecast HI-SEAS habitat resources for future HI-SEAS missions. This new system requires the incorporation of psychological and physiological data of the crew, together with information on their activities and schedules.",3,2019-09-01,Article,National Aeronautics and Space Administration
85063987616,Conceptual design of an aircraft for Mars mission,Kwiek A.,Aircraft for mars mission | CFD | Stability analysis,Aircraft Engineering and Aerospace Technology,91,6,886-892,10.1108/AEAT-08-2018-0231,"Purpose: The purpose of this paper is to present the results of a conceptual design of Martian aircraft. This study focuses on the aerodynamic and longitudinal dynamic stability analysis. The main research questions are as follows: Does a tailless aircraft configuration can be used for Martian aircraft? How to the short period characteristic can be improved by side plates modification? Design/methodology/approach: Because of a conceptual design stage of this Martian aircraft, aerodynamic characterises were computed by the Panukl package by using the potential flow model. The longitudinal dynamic stability was computed by MATLAB code, and the derivatives computed by the SDSA software were used as the input data. Different aircraft configurations have been studied, including different wing’s aerofoils and configurations of the side plate. Findings: This paper presents results of aerodynamic characteristics computations and longitudinal dynamic stability analysis. This paper shows that tailless aircraft configuration has potential to be used as Martian aircraft. Moreover, the study of the impact of side plates’ configurations on the longitudinal dynamic stability is presented. This investigation reveals that the most effective method to improve the short period damping ratio is to change the height of the bottom plate. Practical implications: The presented result might be useful in case of further design of the aircrafts for the Mars mission and designing the aircrafts in a tailless configuration. Social implications: It is considered by the human expedition that Mars is the most probable planet to explore. This paper presents the conceptual study of aircraft which can be used to take the high-resolution pictures of the surface of Mars, which can be crucial to find the right place to establish a potential Martian base. Originality/value: Most of aircrafts proposed for the Mars mission are designed in a configuration with a classic tail; this paper shows a preliminary calculation of the tailless Martian aircraft. Moreover, this paper shows the results of a dynamic stability analysis, where similar papers about aircrafts for the Mars mission do not show such outcomes, especially in the case of the tailless configuration. Moreover, this paper presents the results of the dynamic stability analysis of tailless aircraft with different configurations of the side plates.",2,2019-08-15,Article,NA
85074860327,30 sensors to mars: Toward distributed support systems for astronauts in space habitats,Rub I.,Analog mission | Astronaut | Behavioral study | Distributed sensing | Habitat | Sociometric system | Space colonization,Proceedings - International Conference on Distributed Computing Systems,2019-July,NA,1704-1714,10.1109/ICDCS.2019.00169,"In October 2017, an international crew participated in an emulated Mars colonization mission. For two weeks, they stayed confined in a special complex, a so-called analog habitat, where they were isolated from the outside world, including a lack of natural lighting and exterior noises, and lived on particularly adjusted Martian time. The mission followed a strict schedule, involving actual scientific work and activities envisioned as necessary for survival and exploration of the red planet. The main objective was to study the behavior and group dynamics of the crew in conditions recreating colonization of Mars, albeit under some unique circumstances compared to previous similar experiments. What was also special about the mission was the use of sociometric methods utilizing custom pervasive sensing solutions that we had built and deployed to complement classic methods based on self-reports and interviews. Based on that experiment, in this paper we contribute twofold. First, we share our deployment experiences to highlight the potential of pervasive distributed sensing systems in sociometric studies of habitat-based missions. The examples presented to this end include quantitative results that we obtained, among others, on social interactions between the astronauts, the impact of atypical situations on the crew, and the ergonomics of the habitat. Second, drawing from the experiences, in cooperation with the astronauts we attempt to highlight some unique challenges that space habitats pose for distributed support systems, such as ours. Among others, the challenges pertain to system deployment, autonomy, resilience, and flexibility. We believe that these challenges and, in general, space colonization constitute exciting research opportunities for the distributed systems community.",2,2019-07-01,Conference Paper,NA
85072829339,Developing a framework for autonomous control software for a human colony on mars,Stoick B.,Additive manufacturing | Martian colony | Software command and control | Space exploration | System design | System of systems,IEEE International Conference on Electro Information Technology,2019-May,NA,515-520,10.1109/EIT.2019.8833860,"We propose a system of systems architecture to command and control a complex colony on Mars. The architecture is structured largely around the goals of construction, discovery, operations and risk management. Each of these goals is supported by autonomous systems with the ability to perform a diverse set of tasks. As a whole, the system presented is a hybrid distributed-centralized architecture with homogeneous autonomous agents within tasks of smaller scope but heterogeneous agents across the system as a whole. The system leverages the strengths of each element of the hybrid architecture to create a more robust, capable autonomous unit.",0,2019-05-01,Conference Paper,NA
85068330328,Opportunities and Challenges of a Common Habitat for Transit and Surface Operations,Howard R.,NA,IEEE Aerospace Conference Proceedings,2019-March,NA,NA,10.1109/AERO.2019.8742106,"Since the dawn of human space flight there have been visions for human space flight programs that send humans to destinations beyond Earth for extended periods of time. In addition to low Earth orbit space stations there have been studies performed for lunar surface outposts, deep space transit vehicles, Mars surface outposts, Phobos or Deimos outposts, and even a Venus skyship. NASA is currently committed to the lunar surface, Mars surface, and deep space transport. Unfortunately, instabilities in US space policy have caused NASA to change focus repeatedly between these three architectures since the 1970s. Further, it can be shown that developing lunar, Martian, and transit habitats in series will require inordinately long periods of time, resulting in exorbitant program expenses. A mitigation to these challenges would be to develop a Common Habitat for transit operations as well as surface operations in both lunar and Martian environments. The Skylab II concept is one means by which a Common Habitat can be developed. Derived from the Space Launch System core stage's liquid oxygen tank, the habitat's pressure vessel is manufactured on the same production line as the SLS. As a Common Habitat, it provides functionality required for both microgravity transit and surface operations. It is currently an open trade as to whether it is more effective to configure the habitat interior with a horizontal or vertical orientation. The horizontal configuration divides the interior into decks running perpendicular to the circular cross section. The vertical configuration divides the interior into decks running parallel to the circular cross section, with two of those decks occupying the upper and lower domes. This paper will describe recent work completed for both the horizontal and vertical configurations. Several unknowns and challenges remain to be resolved regarding whether subsystems can be designed such that a single design can operate in microgravity as well as lunar and Martian gravity. Additionally, given the large size of the habitat, several challenges must be overcome to integrate the habitat with lunar or Martian landers and if the habitat is to be offloaded and repositioned a mechanism must exist to make this possible. Additionally, a means to dock pressurized rovers and resupply logistics modules must be developed. This paper describes open challenges and current options related to these unknowns and challenges. Finally, this paper considers the sensitivity of the habitat to variations in crew size. While Mars studies in the 1980s and 90s often considered crew sizes of six, the Constellation program and subsequent NASA work has focused on a crew size of four. This paper will discuss potential under-utilizations that may result from a four-person crew and mitigations provided by an eight-person crew.",3,2019-03-01,Conference Paper,NA
85056822877,Cargo logistics for a Notional Mars Base using Solar Electric Propulsion,Woolley R.C.,Exploration | Human | Logistics | Mars | SEP,Acta Astronautica,156,NA,51-57,10.1016/j.actaastro.2018.08.026,"The current aim of NASA's Journey to Mars is a stepwise approach towards landing humans on the Red Planet, culminating in a sustained presence. There are many recent studies on how this could be achieved in an evolvable and affordable manner. Most architectures begin with crewed missions to Phobos or Mars orbit in the mid-2030's, progress toward short-stay missions on the surface, and then culminate with regular, long-stay missions at a permanent outpost in the 2040's. A common factor of these architectures is that many robotic launches would be required in order to support the crew by prepositioning mission elements and other needed supplies. In this paper, the use of 150 kW reusable Solar Electric Propulsion (SEP) tugs as a means to deliver elements both to orbit and the surface is studied. The conceptual SEP tugs make use of continued technology developments that were initialized through the Asteroid Redirect Robotic Mission (ARRM). They would also be used to deliver food and supplies to sustain the crews similar to resupply missions for the International Space Station. These SEP tugs would cycle (with loitering) between staging orbits in cislunar space and Mars orbit. The concepts presented here focus on the use of SEP for purposes of delivering cargo, and could potentially be complimentary to many human Mars architectures presented in the literature. In order to characterize mission design parameters such as dates, masses, and durations, thousands of optimized trajectories were run using low-thrust optimization software. Solutions are found for all launch/arrival date pairs for the years 2038–2053. They can be displayed as contour plots called Bacon plots – the SEP equivalent of porkchop plots. Possible mission architecture concepts for a steady-state human presence on Mars along with the cargo missions needed to keep it functioning are described and the relevant mission parameters such as launch dates, masses, arrival dates, etc., are given. It was found that the reusable SEP tug architecture would be highly beneficial to the logistics of a sustainable Mars outpost.",6,2019-03-01,Article,National Aeronautics and Space Administration
85058222877,Space-native construction materials for earth-independent and sustainable infrastructure,Naser M.,Construction materials | Lunar and martian settlements | Space exploration | Sustainable infrastructure,Acta Astronautica,155,NA,264-273,10.1016/j.actaastro.2018.12.014,"A successful space exploration requires establishing permanent and earth-independent infrastructure that are not only resilient to the extreme environment of space but also preferably made of sustainable and indigenous “space-native” construction materials. This review covers feasibility of exploiting in-situ lunar and Martian resources as well as harvesting of elements and compounds, from near Earth objects (NEOs), to produce extraterrestrial materials suitable for construction of space-based infrastructure. This review also details material features and characteristics required to withstand the unique, and harsh, effects of space environment. In essence, this paper reviews past and recent advancements in construction-based materials that could be used in the design and development of space human bases and highlights design consideration for sustainable human settlements. Towards the end of this review, practical and technological challenges associated with development of lunar and Martian indigenous construction materials are identified and examined.",5,2019-02-01,Review,NA
85095969819,Ceres greenhouse concept,Fichou A.,NA,"AIAA Propulsion and Energy Forum and Exposition, 2019",NA,NA,NA,10.2514/6.2019-4060,"This concept for a Mars greenhouse will be autonomously deployed upon arrival to Mars and will be capable of growing enough food to supplement the Astronauts’ nutrition. The greenhouse is designed to interface with NASA’s habitat concept from the Ice Home Mars Concept of Operations, which describes in detail an inflatable habitat that provides a large flexible workspace while protecting the astronauts from the harsh environment. The greenhouse is powered through a Nuclear Kilopower Reactor as well as a solar field. The key elements of the design incorporate a deep-water hydroponic growth system, a compost tea nutrient supplement, and a microbiome of plants and Tilapia sustained within the hydroponics system.",0,2019-01-01,Conference Paper,National Aeronautics and Space Administration
85079196747,Common power and energy storage solutions to support lunar and Mars surface exploration missions,Mason L.,NA,"Proceedings of the International Astronautical Congress, IAC",2019-October,NA,NA,NA,"Future human exploration missions on the moon and Mars will require a new generation of power sources to sustain crew members and leverage in-situ resources. Long-duration human missions to the lunar and Martian surface will likely include large-scale landers, crew habitats, pressurized rovers, and in-situ propellant production plants. The power demands for these surface elements, whether on the moon or Mars, will be similar starting with robotic precursor missions in the multi-kilowatt range scaling to tens of kilowatts as the crew presence expands and local propellant production is established. While the power requirements may be similar, the vastly different environments on the two surfaces present unique challenges for power generation and energy storage systems. Candidate technologies to satisfy the surface power needs include deployable solar arrays, regenerative fuel cells, and small fission reactors. This paper presents strategies for power system architectures with elements that can be used on the moon and are extensible to Mars with features that make them resilient to either environment.",2,2019-01-01,Conference Paper,NA
85079188468,"NASA Centennial Challenge: Three dimensional (3D) printed habitat, phase 3",Mueller R.P.,NA,"Proceedings of the International Astronautical Congress, IAC",2019-October,NA,NA,NA,"NASA's Centennial Challenges program uses prize competitions with the goal of accelerating innovation in the aerospace industry. Competitions in the Centennial Challenges portfolio have previously focused on advancements in space robotics, regolith excavation, bio-printing, astronaut suit design, small satellites, and solar-powered vehicles. NASA's Three Dimensional (3D) Printed Habitat Centennial Challenge represents a partnership between NASA and the non-profit partner: Bradley University, with co-sponsors Caterpillar, Bechtel, Brick and Mortar Ventures, the American Concrete Institute, and the United States Army Corps of Engineers (USACE) Engineer Research and Development Center (ERDC) to spur development in automated additive construction technologies. The challenge asks teams to design and construct a scaled and simulated Martian habitat using indigenous materials and large scale 3D automated printing systems. Phase 1 of the competition, held in 2015, was an architectural design competition for habitat concepts that could be 3D printed. Phase 2, completed in 2017, asked teams to develop feedstocks from indigenous materials and hydrocarbon polymer recyclables, and demonstrate automated printing systems to manufacture these feedstocks into test specimens to assess mechanical strength. This paper will discuss the Phase 3 competition, focusing on technology outcomes that can potentially be infused into both terrestrial and planetary construction applications. The Phase 3 competition was divided into two sub-competitions: 1) virtual construction, where teams created a high fidelity building information model (BIM) of their 3D-printed habitat design and 2) the construction competition, which required teams to 3D print a structural foundation and subject materials samples to freeze/thaw testing and impact testing (level 1), produce a habitat element and complete a hydrostatic test (level 2), and additively manufacture a 1:3 scale habitat onsite in a head to head competition at Caterpillar, inc.'s Edwards Demonstration & Learning Center near Peoria, Illinois over the course of three days (level 3). While the Phase 2 competition focused primarily on the development of novel feedstocks and robotic printing systems, Phase 3 emphasized the scale-up of these systems and autonomous operation (demonstrating the capability to operate systems on precursor missions prior to the arrival of crew, or terrestrially in field operation settings where human tending of a manufacturing system may be limited). The Phase 3 virtual construction levels yielded a number of novel habitat designs, including both modular habitats and vertically-oriented habitat concepts. The Phase 3 construction competition also challenged teams to autonomously place penetrations and interfacing elements in additively manufactured structures. The paper will emphasize potential applications for the new materials and technologies developed under the umbrella of the competition within NASA's portfolio and in Earth-based applications such as disaster response and infrastructure improvement.",3,2019-01-01,Conference Paper,National Aeronautics and Space Administration
85079186900,"Space architecture: Habitats, habitability, and bases (1A)",McGhee N.,NA,"Proceedings of the International Astronautical Congress, IAC",2019-October,NA,NA,NA,"This paper details the fabrication and testing of composite structures for architectural use on the Martian surface. The structures produced are developed from simulated Martian materials and are tested to validate key requirements for use as structural components of human habitats on Mars. The properties include tensile and compressive loading, impact resistance, and pressure retention. Additionally, methods for application of the structural elements are explored, including the time-based assembly, joining techniques and human integration. The goal of this work is to provide technical validation of ISRU for human rated architectural elements on the surface of Mars.",0,2019-01-01,Conference Paper,NA
85079184887,HexHaB 3D construction-printed planetary habitat for extreme environments,Ximenes S.W.,3D Printing | Habitat Outfitting | Mars Habitat | NASA 3D Printed Habitat | Robotic Construction,"Proceedings of the International Astronautical Congress, IAC",2019-October,NA,NA,NA,"HexHab is a 3D constructed printed shelter designed for long-term occupancy in extreme, inhospitable planetary environments such as Mars or the Moon. Additive construction technology is used to autonomously construct a core shell structure which can then accommodate a variety of outfitting needs depending on mission goals and location. Described is an autonomous robotic excavation and construction sequence, coupled with construction printing technology using in-situ materials, with “crewmember-in-the-loop” outfitting processes for a 3D printed habitat, designed for NASA's Centennial Challenge competition for a 3D-Printed Habitat on Mars. Our HexHab design takes its cue from nature and relies on the simplicity and versatility of its geometric shape to provide a hexagonal form factor as a core shell to accommodate a variety of mission objectives for interior outfitting. The design is grounded in functionality and safety with a robust shell thickness for a radiation protective shelter for human habitation on distant worlds. To maximize internal volume, HexHab begins with a hexagonal footprint intersected with a dome to provide three levels of habitable volume and floor area. It is designed and outfitted for a crew of four to live and work comfortably for up to one year before crew replacement or rotation of consumables. Multiple ingress/egress access points and connection locations for rovers or addition of other modules are provided. The core shell is autonomously constructed prior to crew arrival, while the outfitting phase of inserting secondary structures involves a human and robotic partnership for completion of the habitat. Transport of large bulk outfitting items is robotic and crew assisted upon arrival of a construction outfitting crew. Our build process is graphically laid out around the site plan. Depicted are regolith, atmosphere and water processing to create our regolith and polyethylene feedstock. Feedstock mixing, piping to the printer, and HexHab site excavation, printing and outfitting are described. Interior views of the three deck levels fully outfitted with mechanical services are presented.",0,2019-01-01,Conference Paper,National Aeronautics and Space Administration
85079184519,Seis on Mars,Pont G.,INSIGHT | Mars | SEIS | Seismometer,"Proceedings of the International Astronautical Congress, IAC",2019-October,NA,NA,NA,"SEIS (Seismic Experiment for Interior Structure) is an instrument integrated on the INSIGHT (Interior Exploration using Seismic Investigations, Geodesy and Heat Transport) lander. It has been developed to characterize the deep interior structure of Mars, including the thickness and structure of the crust, the composition and structure of the mantle, and the size of the core. It accommodates two independent, 3 axis seismometers: an ultra-sensitive Very Broad Band (VBB) oblique seismometer and a miniature, Short Period (SP) seismometer. Both seismometers, and their respective signal preamplifier stages, are mounted on a common structure which can be precisely leveled thanks to 3 tunable length legs. This assembly is called the Sensor Assembly. It is isolated from weather by a thermal blanket and WTS (Wind and Thermal Shield) and connected by a flexible cable tether to the E-box, a set of electronic cards located inside the Lander thermal enclosure. INSIGHT was launched from Vandenberg Air Force Base on May 05th 2018, and landed on Mars on Nov 26th 2018, on Elysium Planitia. After a first checkout and some characterization of the seismic signal on the deck of the lander, SEIS Sensor Assembly was deployed on the ground of Mars, thanks to the lander's arm, on Dec 19th 2018. The WTS was deployed on Feb 2nd 2019. After the deployment period of time, during which SEIS already gathered a large amount of data, the commissioning started and the instrument could be finely tuned and characterized. All the subsystems are perfectly working and the behaviour of the instrument is above expectations. The events seen so far by SEIS (dust devils, quakes…) have already allowed the scientists to give their first assessment of the Martian subsurface.",0,2019-01-01,Conference Paper,Jet Propulsion Laboratory
85079179497,Interior configuration concepts for the gateway Ihab,Waclavicek R.,NA,"Proceedings of the International Astronautical Congress, IAC",2019-October,NA,NA,NA,"GATEWAY is planned as an international lunar-orbit space station providing a staging and technology development base for exploring the moon, Mars and other parts of the solar system. Elements such as the International Habitat (IHAB) module are foreseen to be designed and built by European partners. The European Space Agency (ESA) issued invitations to tender for the conceptual design phases for these GATEWAY elements. This paper focuses on the architectural aspects, the design and integration of crew systems for I-HAB within given constraints. As part of a Phase A/B study for ESA, two European industry consortia are working on two extensive parallel concept studies for I-HAB to prove the feasibility (Phase A) and develop the preliminary element definition (Phase B). One team has come together under the lead of Airbus, comprising Thales Alenia Space, Sener, Quinetiq, Space Applications Services, Crisa and LIQUIFER Systems Group to advance NASA's I-HAB layouts towards a design definition. The I-HAB will provide four astronauts for up to 30 days with life support, exercise facilities for crew health, science research facilities and stowage. Based on a preliminary set of requirements for the interior architecture, detailed 3D models depicting possible internal configurations have been developed and trade-offs conducted. The models allow designers to understand how the various internal elements such as crew quarters, sleeping and personal hygiene facilities, exercise devices, science research containers, airlock hatches and stowage bags can best be accommodated in I-HAB. Such models are necessary inputs for performing volumetric and spatial configuration trade-off assessments for the various elements. The paper will discuss the design process and I-HAB configuration options that led to the final design requirements and recommendations. Main design considerations are directed towards private and common spaces such as work, exercise and leisure areas. Within an overall interior volume of <50m3 all these different programmatic functions need to be incorporated. Some of the facilities offer deployability and transformability to increase the possibilities for spatial usage and still allow the multiple pathways necessary to transition from one module to another. The I-HAB studies are considered as vital input for the European Ministerial meetings at the end of 2019 to define the next budget allocation for GATEWAY for the coming years.",0,2019-01-01,Conference Paper,NA
85079174717,Innovative Approaches to using the International Space Station as a Mars Transit Analog,Robinson J.A.,Analogs | Autonomy | Communications delay | Human spaceflight | Isolation | ISS | Mars transit | Medical operations | NASA | Simulations | Space exploration missions,"Proceedings of the International Astronautical Congress, IAC",2019-October,NA,NA,NA,"Human research on the International Space Station (ISS) crew has made significant advances in understanding of the effects of physiology on human health in space missions. However, ISS has not been as suitable for research on other hazards of human spaceflight such as isolation and communications delay. NASA recently completed a special assessment of whether modifications could be made to operations or facilities so that ISS could be used more effectively as an analog to simulate long-duration crew missions beyond low earth orbit. A cross-disciplinar y team1 met to identify concept of operations, trade spaces, challenges, and opportunities to making ISS more operationally relevant as a Mars transit mission analog, and the results and implementation plans are summarized in this manuscript. In addition to the use case of 12-month missions (already in planning by the NASA ISS Program to bound expected Mars transit durations), three new use cases where ISS could provide valuable high-fidelity experience were identified. (1) Testing of operations procedures and medical care could be enhanced by demonstrating crew handling a simulated medical event in microgravity, autonomously, and with significant communications delay. (2) Isolation and confinement effects of deep space transit could be studied on ISS to validate current habitable volume requirements for Mars transit as well as provide context for evaluating the results of the extensive ground-based simulations in HERA and NEK. A trade study of possible operational and hardware changes that would make ISS applicable to these use cases was completed. (3) Surface operations after the physiological deconditioning of a long transit could be conducted to validate crew ability to perform critical ground tasks after 6-month Mars transit and aid in conceptual design of Mars surface element architectures. Each of the case studies includes a trade space between operational impacts on nominal ISS activities and degree of fidelity. A phased approach to implementation means that several “quick start” activities can be done in 2019-2020 at the same time as planning continues for more complex exploration analog options beginning as early as 2022. The team determined that many of these quick-start tasks could be done with available assets, entirely independent of other exploration system development timelines (such as Orion, Space Launch System). The consideration of the full suite of human spaceflight capabilities in the lunar vicinity can also be included as each step in human exploration serves as a simulation opportunity for some aspect of subsequent missions. Further discussions of options with the international community are critical for considering the benefits as well as impacts of simulation activities on ISS, as well as to better formulate future mission architectures.",4,2019-01-01,Conference Paper,NA
85079169410,Development and testing of environmental control and life support systems for deep space habitat,Tomovic S.,NA,"Proceedings of the International Astronautical Congress, IAC",2019-October,NA,NA,NA,"As humans venture into deep space they will be residing in planetary habitats or orbiting platforms such as NASA's Deep Space Gateway. The University of North Dakota, thanks to a NASA grant, developed the Inflatable Lunar/Mars Habitat (ILMH). The ILMH is an analog planetary habitat used to aid in the research of new technologies and methods for crew operations while conducting a deep space mission. Currently at ILMH, there are five modules that make up the analog space habitat. However, while the habitat can be used at full capacity there is no way to effectively monitor and control the environmental conditions and Life Support Systems (LSS) of the habitat. This project researches methods and technologies to develop an effective strategy for environmental monitoring and control of ILMH's environmental and LS systems. Ultimately, the integration of electronic hardware and computer software discussed in this paper, will provide a framework for the development of control system that is able to manage core habitat systems effectively with limited human interaction.",0,2019-01-01,Conference Paper,NA
85079163184,Crewed lunar landing mission campaign from the gateway,Cichan T.,Artemis | CLPS | Gateway | Human Landing System | Lockheed Martin | Mars Base Camp | Moon | Orion,"Proceedings of the International Astronautical Congress, IAC",2019-October,NA,NA,NA,"Lockheed Martin has a long, successful history of designing, building, and operating spacecraft and landers for deep-space applications, from the first successful Mars lander mission by Viking I in 1976 to three orbiters and one lander that are all currently studying Mars and relaying surface communications. Lockheed Martin is working closely with NASA, the international aerospace community, and other aerospace companies to help develop an optimal architecture for supporting humans at the Moon. Lockheed Martin is the prime contractor for Orion and has been developing concepts for the Gateway along with concepts and technologies for the Human Landing System (HLS) under contract to NASA. The Gateway will be positioned in the vicinity of the Moon to serve as the key piece of infrastructure that enables reusable Lunar landers and sustainable exploration of any location on the Lunar surface. As a Commercial Lunar Payload Services (CLPS) program provider, Lockheed Martin is ready to deliver Lunar science and commercial payloads to the Moon. Deep-space human exploration requires a unique set of advanced, flight-proven systems, with the crew and vehicle operating in autonomy. NASA has announced an HLS architecture and is planning Lunar sortie missions from the Gateway, transporting astronauts to the Moon's surface by 2024. This paper will describe a proposed early mission campaign for crewed landings, including those objectives focused on science, exploration, and technology development. Beyond the major contributions of the crewed landing missions, a Lunar infrastructure comprised of CLPS, Orion, SLS, Gateway, HLS, and various logistics vehicles opens a whole new set of opportunities for secondary science, commercial payloads, and exploration for expansion into deep space. Last year, Lockheed Martin presented a reusable, single-stage lander design, an initial concept for delivering humans to the Lunar surface and a precursor to the Mars Base Camp Mars Ascent/Descent Vehicle. This year, a multi-stage Lunar lander concept will be described, one that leverages both Lockheed Martin's human-certified spacecraft and our deep-space vehicle design, development, and operations experience. Those investments in Orion and interplanetary spacecraft will drive significant reductions in the cost, complexity, and development timeline associated with new crewed vehicles. As the international community returns humans to the Moon and on to Mars, Lunar exploration must proceed with Mars in mind and develop feed-forward platforms and hands-on experience.",0,2019-01-01,Conference Paper,NA
85079162591,The value of art as an urban intervention for extraterrestrial settlements and its impact on the subconscious perception of time and space,Lipinska M.,Architecture | Landmark | Perception | Settlement | Urban development,"Proceedings of the International Astronautical Congress, IAC",2019-October,NA,NA,NA,"Throughout the years and centuries, our civilization has been driven by the imperative for development and discovery of the unknown. We can see its manifestations when analyzing the character of urban tissue around the world and the way it is constructed. Urban tissue is in a way a representation of human needs and processes driving us for construction, spreading and growing in a particular way. Some of the elements might differ depending on cultural or climatic conditions but vigilant observation permits us to define those that are omnipresent and repetitive regardless of any variables. One of them is a landmark. Arches, towers, pyramids, totems, obelisks, and even sculptures do not only have a decorative function in the city but more importantly, they highlight something significant and characteristic for its times. Now, facing the new chapter of human space exploration and building settlements on the Moon or Mars, while having a completely blank field for development, we can better understand our history, learn from it and set the base for further actions and project in completely new conditions. This paper, supported by our proposal - The Lunar Exploration Arch - aims to visualize raised subject matter, underlines how analyzing the character of the elements spottable in our surrounding, together with reasons for their existence in general, can serve for designing qualitative and agreeable habitats. It discusses the importance of those components for a better understanding of our own well-being, both on Earth and beyond its borders, where new societies will be forming. This paper analyses landmarks and their impact on humans' subconscious perception of time and space and presents the psychological connection between their presence and being able to identify oneself with their environment. With this work, we aim to explain why an understanding of urban elements and patterns is crucial for any urban creation of our future settlements in a brand new, extraterrestrial way.",0,2019-01-01,Conference Paper,NA
